risk_score,confidence,station_name,station_address,borough,yearbuilt,numfloors,total_ev_ports,charger_open_date,sprinkler_permits_count,sprinkler_last_date,fire_violations_count,facility_type,confidence_reason,bldgclass,bldgarea_sqft,lat,lon,reasons
53,high,Standard Parking 1360 Fulton Street - Tesla Destination,1360 Fulton St,BK,1974,5.0,2,2018-05-24,1,2006-02-02,1,PAY_GARAGE,named garage operator,K6,89200.0,40.680168,-73.946022,"built 1974, pre-IBC 2003 (+15); 2 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15); 5 floors, multi-story (+10); 1 critical violation(s) (emergency/unsafe/structural) (+8)"
53,medium,Chelnik Parking NYC 880 5th - Tesla Destination,880 5th Ave,MN,1926,18.0,2,2015-12-17,9,2024-04-17,1,PAY_GARAGE,name mentions garage/parking,RM,143673.0,40.770292,-73.967735,"built 1926, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 18 floors, multi-story (+10); 1 critical violation(s) (emergency/unsafe/structural) (+8)"
50,medium,NYC FLEET / DEP_623MYRTLE1,623 Myrtle Ave,BK,1985,1.0,4,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,2860.0,40.694275,-73.958854,"built 1985, pre-IBC 2003 (+15); 4 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25)"
50,medium,NYC FLEET / DEP_ASTORIA #1,43-1 Berrian Blvd,QN,1969,1.0,4,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,2852.0,40.778421,-73.894593,"built 1969, pre-IBC 2003 (+15); 4 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25)"
50,medium,NYC FLEET / DEP_LFRK_80+81,59-17 Junction Blvd 2,QN,1968,2.0,2,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,135492.0,40.734606,-73.864774,"built 1968, pre-IBC 2003 (+15); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
50,medium,NYC FLEET / DOE_ELECBUS,231 Malta St,BK,1963,1.0,2,,2,2011-09-09,0,FLEET_STATION,fleet station in garage-classified building,G1,107000.0,40.655179,-73.892416,"built 1963, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15)"
50,medium,NYC FLEET / DOT_448HAMILTON,448 Hamilton Ave,BK,1999,2.0,2,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,1540.0,40.670361,-73.997693,"built 1999, pre-IBC 2003 (+15); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
50,medium,NYC FLEET / DOT_BRUNO_1_L3,25 14th Street,BK,1999,2.0,2,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,1540.0,40.67012,-73.996939,"built 1999, pre-IBC 2003 (+15); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
50,high,Standard Parking Pierepoint Plaza - Tesla Destination,300 Cadman,BK,1960,14.0,3,2018-05-24,26,2022-04-27,1,PAY_GARAGE,named garage operator + garage-classified building,RB,220991.0,40.695115,-73.990993,"built 1960, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 14 floors, multi-story (+10); 1 sprinkler violation(s) (+5)"
50,high,Icon Parking 111 8th Ave Parking - Tesla Destination,385 W 15th St,MN,1905,10.0,4,2017-01-24,5,2017-02-16,0,PAY_GARAGE,named garage operator,RM,38478.0,40.741515,-74.004608,"built 1905, pre-1968 code (+30); 4 L2 + 0 DC fast ports (+10); sprinkler work after charger install (+0); 10 floors, multi-story (+10)"
50,high,GGMC Parking 8 E 33rd St Garage - Tesla Destination,325 East 5th Ave,MN,1920,13.0,3,2016-01-21,28,2024-01-02,1,PAY_GARAGE,named garage operator,O6,135570.0,40.747478,-73.98504,"built 1920, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 13 floors, multi-story (+10); 1 sprinkler violation(s) (+5)"
50,high,Rapidpark 575 1st Avenue - Tesla Destination,575 1st Ave,MN,0,0.0,3,2017-06-13,0,none,0,PAY_GARAGE,named garage operator,U6,0.0,40.742735,-73.974296,unknown construction date (+20); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,high,Icon Parking 330 E 39th Street - Tesla Destination,330 E 39th St,MN,0,0.0,3,2016-04-30,0,none,0,PAY_GARAGE,named garage operator,V9,0.0,40.746851,-73.972901,unknown construction date (+20); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,high,MPG 1-50 51st Ave - Tesla Destination,1-50 51st Ave,QN,2013,37.0,4,2018-05-15,0,none,0,PAY_GARAGE,named garage operator + garage-classified building,RM,522805.0,40.743049,-73.959245,"built 2013, modern code (+5); 4 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25); 37 floors, multi-story (+10)"
50,low,Gravity Charging Center,401-471 W 42nd St,MN,2014,28.0,24,2024-03-04,1,2021-01-15,0,PARKING_GARAGE,no strong evidence charger is inside a structure,RM,219215.0,40.75878,-73.99293,"built 2014, modern code (+5); 0 L2 + 24 DC fast ports, high density (+20); no sprinkler upgrade since charger install (+15); 28 floors, multi-story (+10)"
50,high,Icon Parking 301 E 57 Street - Tesla Destination,301 E 57th St,MN,0,0.0,3,2016-04-30,0,none,0,PAY_GARAGE,named garage operator,Y8,0.0,40.759127,-73.964684,unknown construction date (+20); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,high,Icon Parking 150 E 58th Street - Tesla Destination,150 E 58th St,MN,1931,20.0,3,2016-04-30,10,2022-10-05,1,PAY_GARAGE,named garage operator,O4,102917.0,40.76139,-73.968269,"built 1931, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 20 floors, multi-story (+10); 1 sprinkler violation(s) (+5)"
50,medium,ABM Parking 750 Lexington Ave LLC - Tesla Destination,118 E 60th St,MN,1960,20.0,3,2017-02-10,13,2026-02-10,3,PAY_GARAGE,name mentions garage/parking,O4,156823.0,40.76306,-73.968409,"built 1960, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 20 floors, multi-story (+10); 1 sprinkler violation(s) (+5); 2 minor violation(s) (exit signs/backup power)"
50,high,Icon Parking 35-39 East 61st Street - Tesla Destination,35-39 E 61st St,MN,1951,24.0,3,2016-10-13,43,2025-08-25,1,PAY_GARAGE,named garage operator,O4,198347.0,40.764617,-73.969764,"built 1951, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 24 floors, multi-story (+10); 1 sprinkler violation(s) (+5)"
50,medium,Skyline Tower Garage,23-15 44th Rd,QN,2019,6.0,4,2024-04-25,0,none,0,PARKING_GARAGE,name mentions garage/parking,RM,18966.0,40.74848,-73.9445,"built 2019, modern code (+5); 4 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25); 6 floors, multi-story (+10)"
50,high,Icon Parking,959 Sterling Pl,BK,2023,7.0,21,2025-07-01,2,2023-01-23,0,PARKING_GARAGE,named garage operator + garage-classified building,RM,133582.0,40.6726868293104,-73.9467645134533,"built 2023, modern code (+5); 21 L2 + 0 DC fast ports, high density (+20); no sprinkler upgrade since charger install (+15); 7 floors, multi-story (+10)"
50,medium,30 Lincoln Plaza - Garage,30 W 63rd St,MN,1979,33.0,8,2021-12-19,4,2017-02-21,0,PARKING_GARAGE,building has garage area + multiple floors,RM,586010.0,40.7706,-73.9817,"built 1979, pre-IBC 2003 (+15); 8 L2 + 0 DC fast ports (+10); no sprinkler upgrade since charger install (+15); 33 floors, multi-story (+10)"
50,high,Icon Parking 360 E 65th - Tesla Destination,360 E 65th St,MN,1925,15.0,4,2018-08-24,2,2018-08-28,0,PAY_GARAGE,named garage operator,RM,173037.0,40.766853,-73.967711,"built 1925, pre-1968 code (+30); 4 L2 + 0 DC fast ports (+10); sprinkler work after charger install (+0); 15 floors, multi-story (+10)"
50,high,Quik Park 40 Riverside Blvd - Tesla Destination,251 W 62nd St,MN,0,0.0,3,2016-07-07,0,none,0,PAY_GARAGE,named garage operator,V1,0.0,40.77373,-73.989713,unknown construction date (+20); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,low,NYC FLEET / CITYHALL EAST,New York City Hall,MN,1964,30.0,4,,34,2025-09-08,0,FLEET_STATION,fleet station — may be outdoor/surface lot,RB,476674.0,40.712806,-74.006096,"built 1964, pre-1968 code (+30); 4 L2 + 0 DC fast ports (+10); sprinkler work after charger install (+0); 30 floors, multi-story (+10)"
50,low,NYC FLEET / DCAS_1CENTRE-S1,1 Centre St,MN,1914,39.0,3,,16,2026-03-09,2,FLEET_STATION,fleet station — may be outdoor/surface lot,O4,1056600.0,40.713001,-74.004181,"built 1914, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 39 floors, multi-story (+10); 1 sprinkler violation(s) (+5); 1 minor violation(s) (exit signs/backup power)"
50,low,NYC FLEET / DEP_26WARD_2_L3,1540 Van Siclen Ave,BK,0,0.0,1,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,V0,0.0,40.648214,-73.877613,unknown construction date (+20); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,low,NYC FLEET / DEP_7WARDSI-S4,117 K Rd,MN,0,0.0,1,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,V1,0.0,40.791483,-73.921463,unknown construction date (+20); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,low,NYC FLEET / DEP_930ZEREGA_1,930 Zerega Ave,BX,1973,2.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,Y9,10891.0,40.827109,-73.843596,"built 1973, pre-IBC 2003 (+15); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
50,low,NYC FLEET / DEP_GRWATR_1_L3,164-11 110th Avenue,QN,0,0.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,V0,0.0,40.693916,-73.787682,unknown construction date (+20); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,low,NYC FLEET / DEP_GRWATR_3_L3,164-21 110th Avenue,QN,0,0.0,1,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,V0,0.0,40.694094,-73.787263,unknown construction date (+20); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,low,NYC FLEET / DEP_JAMAICAPLNT,150-20 134Th St,QN,0,0.0,1,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,V9,0.0,40.662964,-73.806765,unknown construction date (+20); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,low,NYC FLEET / DEP_OAKWOOD BEA,751 Mill Road,SI,0,0.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,V0,0.0,40.552071,-74.116133,unknown construction date (+20); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,low,NYC FLEET / DEP_SIREPAIR-S1,182 Joline Ave,SI,0,0.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,V0,0.0,40.508319,-74.235614,unknown construction date (+20); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,low,NYC FLEET / DEP_W135ST#1,725 W 135Th St,MN,2002,1.0,5,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,E1,3000.0,40.821384,-73.9581,"built 2002, pre-IBC 2003 (+15); 5 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25)"
50,low,NYC FLEET / DEP_WARDSADMN-1,106 2Nd Dr,MN,0,0.0,1,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,U2,0.0,40.788715,-73.924539,unknown construction date (+20); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,low,NYC FLEET / DEP_WARDTRLR116,116 4Th Dr,MN,0,0.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,V1,0.0,40.791082,-73.921051,unknown construction date (+20); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,low,NYC FLEET / DEP_WT_HP_ADMIN,1260 Ryawa Ave,BX,1986,1.0,4,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,E1,6474.0,40.804742,-73.885322,"built 1986, pre-IBC 2003 (+15); 4 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25)"
50,low,NYC FLEET / DEPJAMAICA_1_L3,150-20 134th St,QN,0,0.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,V9,0.0,40.662964,-73.806765,unknown construction date (+20); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,low,NYC FLEET / DEPJAMAICA_2_L3,150-20 134 Street,QN,0,0.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,V9,0.0,40.662964,-73.806765,unknown construction date (+20); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,low,NYC FLEET / DEPNORTHRIVER01,750 W 145Th St,MN,0,0.0,1,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,U0,0.0,40.827108,-73.95466,unknown construction date (+20); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,low,NYC FLEET / DEPNRVWWTP_2_L3,725 W 135th St,MN,2002,1.0,7,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,E1,3000.0,40.821384,-73.9581,"built 2002, pre-IBC 2003 (+15); 7 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25)"
50,low,NYC FLEET / DEPNRVWWTP_9_L3,735 W 135th St,MN,2002,1.0,5,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,E1,3000.0,40.821408,-73.958161,"built 2002, pre-IBC 2003 (+15); 5 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25)"
50,low,NYC FLEET / DEPNTWNCRK_1_L3,327 Greenpoint Ave,BK,0,0.0,1,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,Z9,0.0,40.731351,-73.946628,unknown construction date (+20); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,low,NYC FLEET / DHS_BKLMNR_1_L3,300 Skillman Ave,BK,2008,4.0,5,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,C1,7292.0,40.71663,-73.939205,"built 2008, modern code (+5); 5 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25); 4 floors, multi-story (+10)"
50,medium,NYC FLEET / DOB_BRDWY_1_L3,280 Broadway,MN,1846,7.0,1,,17,2020-01-30,5,FLEET_STATION,fleet station in garage-classified building,O6,239671.0,40.714417,-74.006089,"built 1846, pre-1968 code (+30); 1 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 7 floors, multi-story (+10); 1 sprinkler violation(s) (+5); 4 minor violation(s) (exit signs/backup power)"
50,low,NYC FLEET / DOE_B&GHS-1,1700 Fulton St,BK,1983,2.0,1,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,A5,1450.0,40.67944,-73.932407,"built 1983, pre-IBC 2003 (+15); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
50,low,NYC FLEET / DOE_MANORSI-1,1220 Manor Rd,SI,0,0.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,V0,0.0,40.596745,-74.124263,unknown construction date (+20); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
50,low,NYC FLEET / DOE_R002#1,333 Midland Ave,SI,1970,2.0,1,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,A5,896.0,40.576725,-74.100726,"built 1970, pre-IBC 2003 (+15); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
50,low,NYC FLEET / DOT_29ST-S2,9 29Th St,BK,0,0.0,1,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,V1,0.0,40.661018,-74.004859,unknown construction date (+20); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)
46,high,GGMC Parking Seven Eleven (Located at 217 E 44th St) - Tesla Destination,217 E 44th St,MN,1956,19.0,3,2015-09-25,69,2025-11-20,1,PAY_GARAGE,named garage operator + garage-classified building,O6,544150.0,40.751867,-73.972873,"built 1956, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 19 floors, multi-story (+10); 1 minor violation(s) (exit signs/backup power) (+1)"
45,high,Parkright 738 Greenwich Street - Tesla Destination,738 Greenwich St,MN,1930,4.0,3,2016-07-19,4,2023-03-16,0,PAY_GARAGE,named garage operator + garage-classified building,G1,39628.0,40.734412,-74.007184,"built 1930, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 4 floors, multi-story (+10)"
45,high,Quik Park 81 Fleet Place LLC - Tesla Destination,81 Fleet Pl,BK,1982,1.0,3,2016-03-11,0,none,0,PAY_GARAGE,named garage operator + garage-classified building,G1,4160.0,40.693248,-73.981744,"built 1982, pre-IBC 2003 (+15); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
45,high,iPark 200 West Garage Corp. - Tesla Destination,220 W 26th St,MN,1930,6.0,3,2017-11-02,4,2024-03-04,0,PAY_GARAGE,named garage operator + garage-classified building,G1,34213.0,40.746304,-73.995064,"built 1930, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 6 floors, multi-story (+10)"
45,high,Quik Park 1133 Garage LLC - Tesla Destination,1133 6th Ave,MN,1999,7.0,3,2015-05-21,2,2000-06-14,0,PAY_GARAGE,named garage operator + garage-classified building,G1,77000.0,40.755856,-73.984313,"built 1999, pre-IBC 2003 (+15); 3 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15); 7 floors, multi-story (+10)"
45,high,Icon Parking 300 E 59th Street - Tesla Destination,300 E 59th St,MN,1900,6.0,3,2016-04-30,4,2024-04-08,0,PAY_GARAGE,named garage operator + garage-classified building,G1,41586.0,40.760462,-73.964086,"built 1900, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 6 floors, multi-story (+10)"
45,high,iPark 43-25 Hunter Street - Tesla Destination,43-25 Hunter St,QN,1996,2.0,8,2018-05-01,3,2016-12-22,0,PAY_GARAGE,named garage operator + garage-classified building,G1,13174.0,40.747589,-73.942612,"built 1996, pre-IBC 2003 (+15); 8 L2 + 0 DC fast ports (+10); no sprinkler upgrade since charger install (+15); 2 floors (+5)"
45,high,GGMC Parking Alfred - Tesla Destination,161 W 61st St,MN,1987,0.0,3,2016-12-28,0,none,0,PAY_GARAGE,named garage operator + garage-classified building,G1,12350.0,40.771555,-73.986428,"built 1987, pre-IBC 2003 (+15); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
45,medium,NYC FLEET / ACSSTMARKSPL1,350 St Marks Pl,SI,1976,1.0,1,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G0,0.0,40.640708,-74.077697,"built 1976, pre-IBC 2003 (+15); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
45,medium,NYC FLEET / DEP_BWRYBY_1_L3,4301 Berrian Blvd,QN,1969,1.0,1,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,2852.0,40.778421,-73.894593,"built 1969, pre-IBC 2003 (+15); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
45,medium,NYC FLEET / DEPOAKWWTP_1_L3,683 Mill Rd,SI,1979,0.0,2,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G0,0.0,40.553917,-74.117306,"built 1979, pre-IBC 2003 (+15); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
45,medium,NYC FLEET / DOE_M646,321 E 96Th St,MN,1971,1.0,1,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,7440.0,40.783638,-73.945626,"built 1971, pre-IBC 2003 (+15); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
45,medium,NYC FLEET / DOE_Q859LINDEN,30-48 Linden Pl,QN,2000,1.0,2,,0,none,0,FLEET_STATION,fleet station in garage-classified building,GW,1700.0,40.770185,-73.832925,"built 2000, pre-IBC 2003 (+15); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
45,medium,NYC FLEET / DOT_COLUMB-1,166 Columbia St,BK,1988,1.0,1,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,8017.0,40.686448,-74.002026,"built 1988, pre-IBC 2003 (+15); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
45,medium,NYC FLEET / DOT_COLUMB-2,184 Columbia St,BK,1988,1.0,1,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,8017.0,40.686039,-74.002221,"built 1988, pre-IBC 2003 (+15); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
45,medium,NYC FLEET / DOT_GLENDALE-S1,69-46 Sybilla St,QN,1981,1.0,2,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,4500.0,40.709174,-73.854849,"built 1981, pre-IBC 2003 (+15); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
45,high,Icon Parking 54 Murray Street - Tesla Destination,54 Murray St,MN,1900,6.0,3,2018-05-24,4,2023-05-30,0,PAY_GARAGE,named garage operator,RM,23148.0,40.714266,-74.009921,"built 1900, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 6 floors, multi-story (+10)"
45,high,MPG 121 Reade Street - Tesla Destination,121 Reade St,MN,2005,8.0,3,2018-01-08,0,none,0,PAY_GARAGE,named garage operator + garage-classified building,RM,16734.0,40.716268,-74.009491,"built 2005, modern code (+5); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 8 floors, multi-story (+10)"
45,high,Standard Parking Gateway Plaza Garage - Tesla Destination,339 South End Ave,MN,1983,5.0,3,2017-08-30,3,2015-08-20,0,PAY_GARAGE,named garage operator + garage-classified building,D6,1881621.0,40.711145,-74.016332,"built 1983, pre-IBC 2003 (+15); 3 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15); 5 floors, multi-story (+10)"
45,high,Icon Parking 237 West Thames - Tesla Destination,237 W Thames,MN,1987,44.0,3,2018-05-24,2,2017-11-24 ,0,PAY_GARAGE,named garage operator,RM,428589.0,40.708165,-74.016641,"built 1987, pre-IBC 2003 (+15); 3 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15); 44 floors, multi-story (+10)"
45,high,GGMC Parking Battery Place - Tesla Destination,50 Battery Pl,MN,1998,9.0,3,2018-02-22,1,1999-04-01,0,PAY_GARAGE,named garage operator + garage-classified building,D8,239165.0,40.706965,-74.017971,"built 1998, pre-IBC 2003 (+15); 3 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15); 9 floors, multi-story (+10)"
45,high,iPark 59-63 Allen Street - Tesla Destination,59-63 Allen St,MN,1900,7.0,3,2018-05-24,2,2025-12-19,0,PAY_GARAGE,named garage operator,RM,10931.0,40.717143,-73.991597,"built 1900, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 7 floors, multi-story (+10)"
45,high,Icon Parking 240 East Broadway - Tesla Destination,188 Clinton St,MN,1960,21.0,3,2018-05-24,4,2020-11-05,0,PAY_GARAGE,named garage operator + garage-classified building,D4,1025341.0,40.714821,-73.987138,"built 1960, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 21 floors, multi-story (+10)"
45,high,Quik Park Brooklyn Bridge LLC - Tesla Destination,4 Joralemon St,BK,1928,12.0,3,2016-03-11,33,2025-12-18,0,PAY_GARAGE,named garage operator + garage-classified building,RM,772621.0,40.692941,-74.000298,"built 1928, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 12 floors, multi-story (+10)"
45,high,Icon Parking 150 Charles Street - Tesla Destination,150 Charles St,MN,2005,8.0,3,2017-11-02,0,none,0,PAY_GARAGE,named garage operator,RM,9296.0,40.734006,-74.009079,"built 2005, modern code (+5); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 8 floors, multi-story (+10)"
45,high,Standard Parking 20 W 13th Street - Tesla Destination,20 W 13th St,MN,1962,6.0,3,2017-01-27,1,2018-10-30,0,PAY_GARAGE,named garage operator,D4,100315.0,40.735706,-73.995058,"built 1962, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 6 floors, multi-story (+10)"
45,high,Icon Parking 16 W 16th Street - Tesla Destination,16 W 16th St,MN,2012,25.0,3,2016-01-21,0,none,0,PAY_GARAGE,named garage operator,RM,139901.0,40.737891,-73.994058,"built 2012, modern code (+5); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 25 floors, multi-story (+10)"
45,high,GGMC Parking 75 Smith St Garage - Tesla Destination,75 Smith St,BK,2005,3.0,3,2015-11-13,0,none,0,PAY_GARAGE,named garage operator,A5,4296.0,40.689016,-73.988672,"built 2005, modern code (+5); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 3 floors, multi-story (+10)"
45,high,iPark NYC 250 West Parking - Tesla Destination,250 W 19th St,MN,2004,7.0,3,2015-05-21,0,none,0,PAY_GARAGE,named garage operator,RM,18644.0,40.742407,-73.999351,"built 2004, modern code (+5); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 7 floors, multi-story (+10)"
45,medium,ABM Parking 475 Park Ave South LLC - Tesla Destination,104 E 32nd St,MN,1926,18.0,2,2017-02-10,16,2025-06-16,0,PAY_GARAGE,name mentions garage/parking,RC,686833.0,40.745603,-73.98185,"built 1926, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 18 floors, multi-story (+10)"
45,high,Quik Park Garden Lots LLC - Tesla Destination,126 West 32nd St,MN,1917,23.0,3,2016-03-11,12,2021-08-30,0,PAY_GARAGE,named garage operator,R5,152460.0,40.749073,-73.990032,"built 1917, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 23 floors, multi-story (+10)"
45,high,iPark 247 N 7th Street - Tesla Destination,249 N 7th St,BK,2009,4.0,3,2017-03-10,0,none,0,PAY_GARAGE,named garage operator,R1,6859.0,40.715954,-73.954681,"built 2009, modern code (+5); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 4 floors, multi-story (+10)"
45,low,SWTCH Energy,1 Huron St,BK,2020,13.0,2,2025-06-27,0,none,0,PARKING_GARAGE,no strong evidence charger is inside a structure,RM,177894.0,40.732666,-73.9607066,"built 2020, modern code (+5); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 13 floors, multi-story (+10)"
45,high,Rapidpark 99 Park Ave - Tesla Destination,105 E 39th,MN,1924,14.0,3,2018-05-24,3,2021-09-29,0,PAY_GARAGE,named garage operator,R4,110958.0,40.750013,-73.978525,"built 1924, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 14 floors, multi-story (+10)"
45,medium,GMC Parking 420 E 53rd - Tesla Destination,420 E 53rd St,MN,1958,20.0,1,2018-08-10,3,2022-10-16,0,PAY_GARAGE,building has garage area + multiple floors,RM,212621.0,40.755289,-73.963804,"built 1958, pre-1968 code (+30); 1 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 20 floors, multi-story (+10)"
